Date_dd/mm/yyyy_hours  Time(hours)  Outlet_Discharge(m3/s)
24/02/1980_06:04:13       1302.07054737         11.54161336
24/02/1980_07:04:13       1303.07054737         11.35518499
24/02/1980_08:04:13       1304.07054737         11.17618042
24/02/1980_09:04:13       1305.07054737         11.00423337
24/02/1980_10:04:13       1306.07054737         10.83900164
24/02/1980_11:04:13       1307.07054737         10.68016716
24/02/1980_12:04:13       1308.07054737         10.52743084
24/02/1980_13:04:13       1309.07054737         10.38051607
24/02/1980_14:04:13       1310.07054737         10.23915920
24/02/1980_15:04:13       1311.07054737         10.10311524
24/02/1980_16:04:13       1312.07054737          9.97215344
24/02/1980_17:04:13       1313.07054737          9.84605575
24/02/1980_18:04:13       1314.07054737          9.72461822
24/02/1980_19:04:13       1315.07054737          9.60764891
24/02/1980_20:04:13       1316.07054737          9.49496575
24/02/1980_21:04:13       1317.07054737          9.38639297
24/02/1980_22:04:13       1318.07054737          9.28175929
24/02/1980_23:04:13       1319.07054737          9.18090390
25/02/1980_00:04:13       1320.07054737          9.08380178
25/02/1980_01:04:13       1321.07054737          8.99184948
25/02/1980_02:04:13       1322.07054737          8.90298678
25/02/1980_03:04:13       1323.07054737          8.81735000
25/02/1980_04:04:13       1324.07054737          8.73493509
25/02/1980_05:04:13       1325.07054737          8.65563591
25/02/1980_06:04:13       1326.07054737          8.57932263
25/02/1980_07:04:13       1327.07054737          8.50586584
25/02/1980_08:04:13       1328.07054737          8.43513256
25/02/1980_09:04:13       1329.07054737          8.36823228
25/02/1980_10:04:13       1330.07054737          8.30454029
25/02/1980_11:04:13       1331.07054737          8.24356950
25/02/1980_12:04:13       1332.07054737          8.18500867
25/02/1980_13:04:13       1333.07054737          8.12869024
25/02/1980_14:04:13       1334.07054737          8.07455108
25/02/1980_15:04:13       1335.07054737          8.02258216
25/02/1980_16:04:13       1336.07054737          7.97278413
25/02/1980_17:04:13       1337.07054737          7.92514127
25/02/1980_18:04:13       1338.07054737          7.87959311
25/02/1980_19:04:13       1339.07054737          7.83605609
25/02/1980_20:04:13       1340.07054737          7.79444463
25/02/1980_21:04:13       1341.07054737          7.75468123
25/02/1980_22:04:13       1342.07054737          7.71669746
25/02/1980_23:04:13       1343.07054737          7.68040352
26/02/1980_00:04:13       1344.07054737          7.64443082
26/02/1980_01:04:13       1345.07054737          7.60763913
26/02/1980_02:04:13       1346.07054737          7.57195803
26/02/1980_03:04:13       1347.07054737          7.53721378
26/02/1980_04:04:13       1348.07054737          7.50324948
26/02/1980_05:04:13       1349.07054737          7.46994640
26/02/1980_06:04:13       1350.07054737          7.43722722
26/02/1980_07:04:13       1351.07054737          7.40504386
26/02/1980_08:04:13       1352.07054737          7.37336637
26/02/1980_09:04:13       1353.07054737          7.34217770
26/02/1980_10:04:13       1354.07054737          7.31146930
26/02/1980_11:04:13       1355.07054737          7.28123765
26/02/1980_12:04:13       1356.07054737          7.25148397
26/02/1980_13:04:13       1357.07054737          7.22221258
26/02/1980_14:04:13       1358.07054737          7.19342910
26/02/1980_15:04:13       1359.07054737          7.16513911
26/02/1980_16:04:13       1360.07054737          7.13734891
26/02/1980_17:04:13       1361.07054737          7.11006454
26/02/1980_18:04:13       1362.07054737          7.08328853
26/02/1980_19:04:13       1363.07054737          7.05701990
26/02/1980_20:04:13       1364.07054737          7.03125365
26/02/1980_21:04:13       1365.07054737          7.00598192
26/02/1980_22:04:13       1366.07054737          6.98119568
26/02/1980_23:04:13       1367.07054737          6.95688518
27/02/1980_00:04:13       1368.07054737          6.93301250
27/02/1980_01:04:13       1369.07054737          6.90924217
27/02/1980_02:04:13       1370.07054737          6.88598811
27/02/1980_03:04:13       1371.07054737          6.86319187
27/02/1980_04:04:13       1372.07054737          6.84081375
27/02/1980_05:04:13       1373.07054737          6.81882863
27/02/1980_06:04:13       1374.07054737          6.79721960
27/02/1980_07:04:13       1375.07054737          6.77597539
27/02/1980_08:04:13       1376.07054737          6.75508670
27/02/1980_09:04:13       1377.07054737          6.73454525
27/02/1980_10:04:13       1378.07054737          6.71434178
27/02/1980_11:04:13       1379.07054737          6.69446602
27/02/1980_12:04:13       1380.07054737          6.67490902
27/02/1980_13:04:13       1381.07054737          6.65566005
27/02/1980_14:04:13       1382.07054737          6.63670939
27/02/1980_15:04:13       1383.07054737          6.61804712
27/02/1980_16:04:13       1384.07054737          6.59966578
27/02/1980_17:04:13       1385.07054737          6.58155727
27/02/1980_18:04:13       1386.07054737          6.56371493
27/02/1980_19:04:13       1387.07054737          6.54613166
27/02/1980_20:04:13       1388.07054737          6.52880174
27/02/1980_21:04:13       1389.07054737          6.51171823
27/02/1980_22:04:13       1390.07054737          6.49487455
27/02/1980_23:04:13       1391.07054737          6.47826406
28/02/1980_00:04:13       1392.07054737          6.46188715
28/02/1980_01:04:13       1393.07054737          6.44578570
28/02/1980_02:04:13       1394.07054737          6.42985095
28/02/1980_03:04:13       1395.07054737          6.41408198
28/02/1980_04:04:13       1396.07054737          6.39849287
28/02/1980_05:04:13       1397.07054737          6.38308904
28/02/1980_06:04:13       1398.07054737          6.36787201
28/02/1980_07:04:13       1399.07054737          6.35284052
28/02/1980_08:04:13       1400.07054737          6.33799161
28/02/1980_09:04:13       1401.07054737          6.32331907
28/02/1980_10:04:13       1402.07054737          6.30882005
28/02/1980_11:04:13       1403.07054737          6.29449074
28/02/1980_12:04:13       1404.07054737          6.28032423
28/02/1980_13:04:13       1405.07054737          6.26631730
28/02/1980_14:04:13       1406.07054737          6.25246514
28/02/1980_15:04:13       1407.07054737          6.23876355
28/02/1980_16:04:13       1408.07054737          6.22520965
28/02/1980_17:04:13       1409.07054737          6.21180112
28/02/1980_18:04:13       1410.07054737          6.19853645
28/02/1980_19:04:13       1411.07054737          6.18541338
28/02/1980_20:04:13       1412.07054737          6.17242964
28/02/1980_21:04:13       1413.07054737          6.15958408
28/02/1980_22:04:13       1414.07054737          6.14687673
28/02/1980_23:04:13       1415.07054737          6.13430768
29/02/1980_00:04:13       1416.07054737          6.12186171
29/02/1980_01:04:13       1417.07054737          6.10934619
29/02/1980_02:04:13       1418.07054737          6.09696830
29/02/1980_03:04:13       1419.07054737          6.08470462
29/02/1980_04:04:13       1420.07054737          6.07253682
29/02/1980_05:04:13       1421.07054737          6.06045243
29/02/1980_06:04:13       1422.07054737          6.04844413
29/02/1980_07:04:13       1423.07054737          6.03650699
29/02/1980_08:04:13       1424.07054737          6.02464008
29/02/1980_09:04:13       1425.07054737          6.01284281
29/02/1980_10:04:13       1426.07054737          6.00111605
29/02/1980_11:04:13       1427.07054737          5.98946124
29/02/1980_12:04:13       1428.07054737          5.97788033
29/02/1980_13:04:13       1429.07054737          5.96637557
29/02/1980_14:04:13       1430.07054737          5.95494982
29/02/1980_15:04:13       1431.07054737          5.94360576
29/02/1980_16:04:13       1432.07054737          5.93234513
29/02/1980_17:04:13       1433.07054737          5.92116957
29/02/1980_18:04:13       1434.07054737          5.91008186
29/02/1980_19:04:13       1435.07054737          5.89908277
29/02/1980_20:04:13       1436.07054737          5.88817380
29/02/1980_21:04:13       1437.07054737          5.87735534
29/02/1980_22:04:13       1438.07054737          5.86662774
29/02/1980_23:04:13       1439.07054737          5.85599051
01/03/1980_00:04:13       1440.07054737          5.84538020
01/03/1980_01:04:13       1441.07054737          5.83400887
01/03/1980_02:04:13       1442.07054737          5.82245557
01/03/1980_03:04:13       1443.07054737          5.81066828
01/03/1980_04:04:13       1444.07054737          5.79862245
01/03/1980_05:04:13       1445.07054737          5.78631131
01/03/1980_06:04:13       1446.07054737          5.77374115
01/03/1980_07:04:13       1447.07054737          5.76092513
01/03/1980_08:04:13       1448.07054737          5.74788061
01/03/1980_09:04:13       1449.07054737          5.73462674
01/03/1980_10:04:13       1450.07054737          5.72118613
01/03/1980_11:04:13       1451.07054737          5.70758356
01/03/1980_12:04:13       1452.07054737          5.69384818
01/03/1980_13:04:13       1453.07054737          5.68001145
01/03/1980_14:04:13       1454.07054737          5.66610681
01/03/1980_15:04:13       1455.07054737          5.65216440
01/03/1980_16:04:13       1456.07054737          5.63820830
01/03/1980_17:04:13       1457.07054737          5.62426082
01/03/1980_18:04:13       1458.07054737          5.61035119
01/03/1980_19:04:13       1459.07054737          5.59650337
01/03/1980_20:04:13       1460.07054737          5.58273764
01/03/1980_21:04:13       1461.07054737          5.56907191
01/03/1980_22:04:13       1462.07054737          5.55552098
01/03/1980_23:04:13       1463.07054737          5.54207974
02/03/1980_00:04:13       1464.07054737          5.52878778
02/03/1980_01:04:13       1465.07054737          5.51586166
02/03/1980_02:04:13       1466.07054737          5.50314887
02/03/1980_03:04:13       1467.07054737          5.49065599
02/03/1980_04:04:13       1468.07054737          5.47837846
02/03/1980_05:04:13       1469.07054737          5.46631144
02/03/1980_06:04:13       1470.07054737          5.45445040
02/03/1980_07:04:13       1471.07054737          5.44279070
02/03/1980_08:04:13       1472.07054737          5.43132880
02/03/1980_09:04:13       1473.07054737          5.42005904
02/03/1980_10:04:13       1474.07054737          5.40897622
02/03/1980_11:04:13       1475.07054737          5.39807511
02/03/1980_12:04:13       1476.07054737          5.38735033
02/03/1980_13:04:13       1477.07054737          5.37679526
02/03/1980_14:04:13       1478.07054737          5.36640334
02/03/1980_15:04:13       1479.07054737          5.35616826
02/03/1980_16:04:13       1480.07054737          5.34608378
02/03/1980_17:04:13       1481.07054737          5.33614586
02/03/1980_18:04:13       1482.07054737          5.32634875
02/03/1980_19:04:13       1483.07054737          5.31668787
02/03/1980_20:04:13       1484.07054737          5.30715840
02/03/1980_21:04:13       1485.07054737          5.29775543
02/03/1980_22:04:13       1486.07054737          5.28847398
02/03/1980_23:04:13       1487.07054737          5.27931032
03/03/1980_00:04:13       1488.07054737          5.27028200
03/03/1980_01:04:13       1489.07054737          5.26164042
03/03/1980_02:04:13       1490.07054737          5.25319537
03/03/1980_03:04:13       1491.07054737          5.24495088
03/03/1980_04:04:13       1492.07054737          5.23690586
03/03/1980_05:04:13       1493.07054737          5.22905747
03/03/1980_06:04:13       1494.07054737          5.22140000
03/03/1980_07:04:13       1495.07054737          5.21392616
03/03/1980_08:04:13       1496.07054737          5.20662803
03/03/1980_09:04:13       1497.07054737          5.19949835
03/03/1980_10:04:13       1498.07054737          5.19252821
03/03/1980_11:04:13       1499.07054737          5.18570907
03/03/1980_12:04:13       1500.07054737          5.17903207
03/03/1980_13:04:13       1501.07054737          5.17248900
03/03/1980_14:04:13       1502.07054737          5.16606979
03/03/1980_15:04:13       1503.07054737          5.15976516
03/03/1980_16:04:13       1504.07054737          5.15356529
03/03/1980_17:04:13       1505.07054737          5.14746210
03/03/1980_18:04:13       1506.07054737          5.14144621
03/03/1980_19:04:13       1507.07054737          5.13551064
03/03/1980_20:04:13       1508.07054737          5.12964716
03/03/1980_21:04:13       1509.07054737          5.12384803
03/03/1980_22:04:13       1510.07054737          5.11810768
03/03/1980_23:04:13       1511.07054737          5.11242058
04/03/1980_00:04:13       1512.07054737          5.10678136
04/03/1980_01:04:13       1513.07054737          5.10117769
04/03/1980_02:04:13       1514.07054737          5.09555477
04/03/1980_03:04:13       1515.07054737          5.08992429
04/03/1980_04:04:13       1516.07054737          5.08429906
04/03/1980_05:04:13       1517.07054737          5.07869072
04/03/1980_06:04:13       1518.07054737          5.07311043
04/03/1980_07:04:13       1519.07054737          5.06756488
04/03/1980_08:04:13       1520.07054737          5.06205395
04/03/1980_09:04:13       1521.07054737          5.05657504
04/03/1980_10:04:13       1522.07054737          5.05113221
04/03/1980_11:04:13       1523.07054737          5.04572455
04/03/1980_12:04:13       1524.07054737          5.04034930
04/03/1980_13:04:13       1525.07054737          5.03500341
04/03/1980_14:04:13       1526.07054737          5.02968457
04/03/1980_15:04:13       1527.07054737          5.02438861
04/03/1980_16:04:13       1528.07054737          5.01911572
04/03/1980_17:04:13       1529.07054737          5.01386754
04/03/1980_18:04:13       1530.07054737          5.00864501
04/03/1980_19:04:13       1531.07054737          5.00344785
04/03/1980_20:04:13       1532.07054737          4.99828054
04/03/1980_21:04:13       1533.07054737          4.99314504
04/03/1980_22:04:13       1534.07054737          4.98804382
04/03/1980_23:04:13       1535.07054737          4.98297885
05/03/1980_00:04:13       1536.07054737          4.97808513
05/03/1980_01:04:13       1537.07054737          4.97498659
05/03/1980_02:04:13       1538.07054737          4.97184620
05/03/1980_03:04:13       1539.07054737          4.96891114
05/03/1980_04:04:13       1540.07054737          4.96633429
